Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Activity (product.metafields.custom.activity),Age group (product.metafields.custom.age_group),Ankle Collar (product.metafields.custom.ankle_collar),Breathability Level (product.metafields.custom.breathability_level),Color (product.metafields.custom.color),Fabric (product.metafields.custom.fabric),Safety Features (product.metafields.custom.safety_features),Team (product.metafields.custom.sports_team),Stud Type (product.metafields.custom.stud_type),Target gender (product.metafields.custom.target_gender),Technology (product.metafields.custom.technology),Weight (product.metafields.custom.weight),Product rating count (product.metafields.reviews.rating_count),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Ball material (product.metafields.shopify.ball-material),Ball size (product.metafields.shopify.ball-size),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Heel height type (product.metafields.shopify.heel-height-type),Neckline (product.metafields.shopify.neckline),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mercurial-superfly-5-cr7-pink-grey-high-top-fg-football-cleats,,,,,,,,,7,,,,,,,,M-SF5-PKGR-HT-FG-7,500.0,shopify,2,deny,manual,4999.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/nike-mercurial-superfly-5-cr7-pink-grey-high-top-fg-top-bottom-views.webp?v=1780612893,3,Mercurial Superfly 5 CR7 Pink Grey High Top FG Football Cleats with dynamic fit collar and studded sole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
mercurial-superfly-5-cr7-pink-grey-high-top-fg-football-cleats,,,,,,,,,7-5,,,,,,,,M-SF5-PKGR-HT-FG-7.5,500.0,shopify,2,deny,manual,4999.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/nike-mercurial-superfly-5-cr7-pink-grey-high-top-fg-close-up-collar.webp?v=1780612893,4,Mercurial Superfly 5 CR7 Pink Grey High Top FG Football Cleats with vibrant design and yellow stud outsole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
mercurial-superfly-5-cr7-pink-grey-high-top-fg-football-cleats,,,,,,,,,8-5,,,,,,,,M-SF5-PKGR-HT-FG-8.5,500.0,shopify,2,deny,manual,4999.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/nike-mercurial-superfly-5-cr7-pink-grey-high-top-fg-cleats-outsole.webp?v=1780612894,5,Mercurial Superfly 5 CR7 Pink Grey High Top FG Football Cleats with yellow stud outsole from The Dribble Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
mercurial-superfly-5-cr7-pink-grey-high-top-fg-football-cleats,,,,,,,,,9,,,,,,,,M-SF5-PKGR-HT-FG-9,500.0,shopify,2,deny,manual,4999.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/nike-mercurial-superfly-5-cr7-pink-grey-high-top-fg-close-up-laces.webp?v=1780612894,6,Close-up of Mercurial Superfly 5 CR7 Pink Grey High Top FG Football Cleats showing knit upper and lace details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
mercurial-superfly-5-cr7-pink-grey-high-top-fg-football-cleats,,,,,,,,,10,,,,,,,,M-SF5-PKGR-HT-FG-10,500.0,shopify,0,deny,manual,4999.00,9999.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats,Predator 26 Elite Sky Blue Pink Fold over FG Football Cleats,"<p>Control every moment of the game with the <strong>Adidas Predator 26 Elite Sky Blue Pink Fold-Over FG Football Cleats</strong>. Designed for players who dictate play with precision, creativity, and confidence, these premium football boots feature a striking sky blue upper complemented by metallic silver detailing and vibrant pink accents. The iconic fold-over tongue pays homage to classic Predator heritage while incorporating modern performance technology for today's game.</p>
<p>Engineered for elite-level ball control, the Predator 26 Elite offers a secure and adaptive fit that enhances touch, passing accuracy, and shooting precision. The fold-over design creates a clean striking surface, helping players generate greater control and consistency when delivering decisive passes, powerful shots, and pinpoint set pieces. Combined with a lightweight construction and responsive FG outsole, these football cleats provide exceptional traction and stability on firm natural grass pitches.</p>
<p>Whether you're orchestrating attacks from midfield, unlocking defenses with precise passes, or delivering match-winning finishes, the Adidas Predator 26 Elite Sky Blue Pink Fold-Over FG Football Cleats are built to elevate your performance. Available now at Striker Store, these elite football boots blend iconic Predator DNA, modern innovation, and premium comfort, making them the perfect choice for players who want complete control of the game.<br></p>",The Dribble Store,Apparel & Accessories > Shoes > Athletic Shoes,Football Stud,"26, adidas, attacking studs, best, boot, control studs, demonskin studs, elite, fg studs, firm ground studs, foldover, foldover studs, foldover tongue, football studs, lace football studs, mens football shoes, new arrivals, partial_cod, performance studs, pink, predator26, predator_boot, royal, sky blue, soccer studs, spin and curl studs, textured upper studs, trending",true,Shoe size,5,product.metafields.shopify.shoe-size,,,,,,,PD26-E-SBLPK-FG-5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats-left-side-view.webp?v=1780612924,1,Predator 26 Elite Sky Blue Pink Fold over FG Football Cleats from The Dribble Store with firm ground studs,false,Predator 26 Elite Sky Blue Pink Fold over FG Football Cleats | Dribble Store,"Score big with Predator 26 Elite Sky Blue Pink Fold over FG Football Cleats from Dribble Store. Perfect for precision and control on the field, elevate your game today!",Football,,Low,,"Sky Blue, Pink",,,,FG,Unisex,,Light Weight,,football; soccer,adults; teens,,,lace-up; slip-on,,white; red; grey,,mesh; synthetic; leather; plastic; rubber,,,lightweight; slip-resistant; cushioned; breathable-design,,5; 6; 6-5; 7-5; 8; 9; 10-5,,,unisex; male,,,,,,,,g,,2999.00,active
predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats,,,,,,,,,6,,,,,,,,PD26-E-SBLPK-FG-6,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats-pair-angled-view.webp?v=1780612924,2,Predator 26 Elite Sky Blue Pink Fold over FG Football Cleats by The Dribble Store with colorful sole and sleek design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats,,,,,,,,,6-5,,,,,,,,PD26-E-SBLPK-FG-6.5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats-floating-side-profile.webp?v=1780612924,3,Predator 26 Elite Sky Blue Pink Fold over FG Football Cleats showing studded sole and sleek design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats,,,,,,,,,7-5,,,,,,,,PD26-E-SBLPK-FG-7.5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats-side-and-sole-view.webp?v=1780612924,4,Predator 26 Elite Sky Blue Pink Fold over FG Football Cleats by The Dribble Store with firm ground studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats,,,,,,,,,8,,,,,,,,PD26-E-SBLPK-FG-8,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats-angled-top-and-sole.webp?v=1780612924,5,Predator 26 Elite Sky Blue Pink Fold over FG Football Cleats with vibrant sole studs by The Dribble Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats,,,,,,,,,9,,,,,,,,PD26-E-SBLPK-FG-9,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats-back-heel-view.webp?v=1780612924,6,Predator 26 Elite Sky Blue Pink Fold over FG Football Cleats football studs from The Dribble Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-26-elite-sky-blue-pink-fold-over-fg-football-cleats,,,,,,,,,10-5,,,,,,,,PD26-E-SBLPK-FG-10.5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats,Predator 26 Elite Navy Blue Pink Fold over FG Football Cleats,"<p>Take complete control of the game with the <strong>Adidas Predator 26 Elite Navy Blue Pink Fold-Over FG Football Cleats</strong>. Featuring a striking navy blue upper that transitions into a vibrant pink forefoot, these elite football boots are designed for players who demand precision, power, and confidence in every touch. The iconic fold-over tongue pays tribute to the legendary Predator heritage while incorporating modern innovations built for today's fast-paced game.</p>
<p>Crafted for firm ground pitches, the Predator 26 Elite combines a secure fit with advanced control-enhancing technology to help players dominate possession and dictate the tempo of play. The fold-over design creates a cleaner striking surface for more accurate passing, controlled first touches, and powerful shots. Its lightweight construction and responsive outsole provide exceptional traction and stability, allowing for quick movements, sharp turns, and confident play under pressure.</p>
<p>Whether you're delivering pinpoint through balls, bending free kicks into the top corner, or controlling the midfield with authority, the Adidas Predator 26 Elite Navy Blue Pink Fold-Over FG Football Cleats are built to elevate your performance. Available now at Striker Store, these premium football boots blend iconic Predator DNA, modern craftsmanship, and elite-level comfort for players who want to control every moment of the match.<br></p>",The Dribble Store,Apparel & Accessories > Shoes > Athletic Shoes,Football Stud,"26, adidas, attacking studs, best, boot, control studs, demonskin studs, elite, fg studs, firm ground studs, foldover, foldover studs, foldover tongue, football studs, lace football studs, mens football shoes, navy, navy blue football studs, new arrivals, partial_cod, performance studs, pink, predator26, predator_boot, royal, soccer studs, spin and curl studs, textured upper studs, trending",true,Shoe size,5,product.metafields.shopify.shoe-size,,,,,,,PD26-E-NBLPK-FG-5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/adidas-predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats-side-profile.png?v=1780612948,1,Predator 26 Elite Navy Blue Pink Fold over FG Football Cleats from The Dribble Store side view,false,Predator 26 Elite Navy Blue Pink Fold over FG Football Cleats | Dribble Store,"Score big with Predator 26 Elite Navy Blue Pink Fold over FG Football Cleats from Dribble Store. Perfect for precision and control on the field, elevate your game today!",Football,,Low,,"Navy Blue, Pink",,,,FG,Unisex,,Light Weight,,football; soccer,adults; teens,,,lace-up; slip-on,,white; red; grey,,mesh; synthetic; leather; plastic; rubber,,,lightweight; slip-resistant; cushioned; breathable-design,,5; 6; 6-5; 7-5; 8; 9; 10-5,,,unisex; male,,,,,,,,g,,2999.00,active
predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats,,,,,,,,,6,,,,,,,,PD26-E-NBLPK-FG-6,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/adidas-predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats-angle-sole.png?v=1780612948,2,Predator 26 Elite Navy Blue Pink Fold over FG Football Cleats with fold-over design and firm ground studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats,,,,,,,,,6-5,,,,,,,,PD26-E-NBLPK-FG-6.5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/adidas-predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats-rear-view.png?v=1780612948,3,Back view of Predator 26 Elite Navy Blue Pink Fold over FG Football Cleats from The Dribble Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats,,,,,,,,,7-5,,,,,,,,PD26-E-NBLPK-FG-7.5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/adidas-predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats-sole-studs.png?v=1780612948,4,Predator 26 Elite Navy Blue Pink Fold over FG Football Cleats football stud sole view by The Dribble Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats,,,,,,,,,8,,,,,,,,PD26-E-NBLPK-FG-8,500.0,shopify,1,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/adidas-predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats-side-sole.png?v=1780612948,5,Predator 26 Elite Navy Blue Pink Fold over FG Football Cleats showing side and sole with stud design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats,,,,,,,,,9,,,,,,,,PD26-E-NBLPK-FG-9,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/adidas-predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats-top-view.png?v=1780612948,6,"Predator 26 Elite Navy Blue Pink Fold over FG Football Cleats by The Dribble Store, top view",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-26-elite-navy-blue-pink-fold-over-fg-football-cleats,,,,,,,,,10-5,,,,,,,,PD26-E-NBLPK-FG-10.5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-elite-pink-black-fold-over-fg-football-cleats,Predator Elite Pink Black Fold over FG Football Cleats,"<p>Command the pitch with confidence in the <strong>Adidas Predator Elite Pink Black Fold-Over FG Football Cleats</strong>. Designed for players who thrive on precision, power, and control, these elite football boots feature a vibrant pink upper complemented by bold black accents and premium metallic detailing. The iconic fold-over tongue delivers a classic Predator look while enhancing the clean striking surface that has made the Predator series legendary among footballers worldwide.</p>
<p>Built for firm ground surfaces, the Predator Elite combines cutting-edge performance technology with exceptional comfort. The engineered upper provides a secure fit and enhanced touch on the ball, helping players execute accurate passes, controlled first touches, and powerful strikes. The advanced outsole and stud configuration offer superior traction and stability, ensuring maximum confidence during quick turns, explosive movements, and high-pressure moments on the pitch.</p>
<p>Whether you're controlling the midfield, delivering decisive through balls, or scoring from distance, the Adidas Predator Elite Pink Black Fold-Over FG Football Cleats are crafted to help you perform at your highest level. Available now at Striker Store, these premium football boots blend iconic Predator heritage, modern innovation, and standout style, making them the perfect choice for players who want to dominate every aspect of the game.<br></p>",The Dribble Store,Apparel & Accessories > Shoes > Athletic Shoes,Football Stud,"26, adidas, attacking studs, best, black, boot, control studs, demonskin studs, elite, fg studs, firm ground studs, foldover, foldover studs, foldover tongue, football studs, lace football studs, mens football shoes, new arrivals, partial_cod, performance studs, pink, predator26, predator_boot, royal, soccer studs, spin and curl studs, textured upper studs, trending, turbo",true,Shoe size,5,product.metafields.shopify.shoe-size,,,,,,,PD26-E-TPKB-FG-5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/adidas-predator-elite-pink-black-fold-over-fg-football-cleats-side-profile.webp?v=1780612973,1,Predator Elite Pink Black Fold over FG Football Cleats by The Dribble Store with firm ground studs,false,Predator Elite Pink Black Fold over FG Football Cleats | Dribble Store,"Score big with Predator Elite Pink Black Fold over FG Football Cleats from Dribble Store. Perfect for precision and control on the field, elevate your game today!",Football,,Low,,"Navy Blue, Pink",,,,FG,Unisex,,Light Weight,,football; soccer,adults; teens,,,lace-up; slip-on,,white; red; grey,,mesh; synthetic; leather; plastic; rubber,,,lightweight; slip-resistant; cushioned; breathable-design,,5; 6; 6-5; 7-5; 8; 9; 10-5,,,unisex; male,,,,,,,,g,,2999.00,active
predator-elite-pink-black-fold-over-fg-football-cleats,,,,,,,,,6,,,,,,,,PD26-E-TPKB-FG-6,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/adidas-predator-elite-pink-black-fold-over-fg-football-cleats-angle-front-top.webp?v=1780612974,2,Predator Elite Pink Black Fold over FG Football Cleats by The Dribble Store with studded sole for firm ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-elite-pink-black-fold-over-fg-football-cleats,,,,,,,,,6-5,,,,,,,,PD26-E-TPKB-FG-6.5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/adidas-predator-elite-pink-black-fold-over-fg-football-cleats-top-view.webp?v=1780612974,3,Predator Elite Pink Black Fold over FG Football Cleats top view for football studs by The Dribble Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-elite-pink-black-fold-over-fg-football-cleats,,,,,,,,,7-5,,,,,,,,PD26-E-TPKB-FG-7.5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/adidas-predator-elite-pink-black-fold-over-fg-football-cleats-bottom-sole.webp?v=1780612974,4,Predator Elite Pink Black Fold over FG Football Cleats showing iridescent stud sole design by The Dribble Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-elite-pink-black-fold-over-fg-football-cleats,,,,,,,,,8,,,,,,,,PD26-E-TPKB-FG-8,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/adidas-predator-elite-pink-black-fold-over-fg-football-cleats-back-heel-view.webp?v=1780612974,5,Predator Elite Pink Black Fold over FG Football Cleats by The Dribble Store showing rear and side view with golden logo detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-elite-pink-black-fold-over-fg-football-cleats,,,,,,,,,9,,,,,,,,PD26-E-TPKB-FG-9,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/adidas-predator-elite-pink-black-fold-over-fg-football-cleats-side-and-sole.webp?v=1780612974,6,Predator Elite Pink Black Fold over FG Football Cleats by The Dribble Store showing side and sole view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
predator-elite-pink-black-fold-over-fg-football-cleats,,,,,,,,,10-5,,,,,,,,PD26-E-TPKB-FG-10.5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
tiempo-maestro-elite-x-jordan-red-black-limited-edition-fg-cleats,Tiempo Maestro Elite X Jordan Red Black Limited Edition FG Cleats,"<p>Stand out on the pitch with the <strong>Nike Tiempo Maestro Elite X Jordan Red Black Limited Edition FG Cleats</strong>, a rare fusion of football heritage and iconic <strong>Jordan style</strong>. Featuring a striking red upper with bold black detailing and the unmistakable Jumpman logo, these limited edition football boots are designed for players who value both performance and individuality. Built for firm ground surfaces, they deliver a premium look that commands attention from the first whistle to the final minute.</p>
<p>Crafted for exceptional comfort and control, the Nike Tiempo Maestro Elite combines a soft, adaptive upper with a secure fit that enhances touch and precision on the ball. The lightweight construction allows for effortless movement, while the advanced FG outsole provides outstanding traction for quick turns, explosive acceleration, and confident play on natural grass pitches. Every detail is engineered to help players maintain control under pressure and perform at the highest level.</p>
<p>Whether you're dictating the game from midfield, creating scoring opportunities, or simply adding a collector's piece to your football boot collection, the <strong>Nike Tiempo Maestro Elite X Jordan Red Black Limited Edition FG Cleats</strong> are built to impress. Available now at Striker Store, these exclusive football cleats combine elite performance, premium craftsmanship, and iconic Jordan-inspired design for players who refuse to blend into the crowd.<br></p>",The Dribble Store,Apparel & Accessories > Shoes > Athletic Shoes,Football Stud,"attacker studs, black, boot, comfortable studs, control studs, defender studs, elite studs, firm ground studs, football studs, infra, jordan, lace studs, leather feel studs, low top studs, new arrivals, nike, partial_cod, playmaker studs, precision studs, red, soccer studs, soft touch studs, tiempo_boot, trending",true,Shoe size,5-5,product.metafields.shopify.shoe-size,,,,,,,TPO-MJDN-RDB-FG-5.5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0710/1831/5951/files/nike-tiempo-maestro-elite-x-jordan-red-black-limited-edition-fg-cleats-side-view.webp?v=1780612997,1,Tiempo Maestro Elite X Jordan Red Black Limited Edition FG Cleats football stud from The Dribble Store,false,Tiempo Maestro Elite X Jordan Red Black Limited Edition FG Cleats | Dribble Store,Shop the Tiempo Maestro Elite X Jordan Red Black Limited Edition FG Cleats at Dribble Store. Elevate your game with these stylish black and ice blue football studs designed for performance.,Football,,Low,,"Infra Red, Black",,,,FG,Unisex,,Light,,football; soccer,adults; teens,,,lace-up; slip-on,,white; pink; blue,,mesh; synthetic; leather; plastic; rubber,,,lightweight; slip-resistant; cushioned; breathable-design,,5-5; 6; 7; 7-5; 8-5; 9; 10,,,unisex; male,,,,,,,,g,,2999.00,active
tiempo-maestro-elite-x-jordan-red-black-limited-edition-fg-cleats,,,,,,,,,6,,,,,,,,TPO-MJDN-RDB-FG-6,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/nike-tiempo-maestro-elite-x-jordan-red-black-limited-edition-fg-cleats-angle-view.webp?v=1780612997,2,Tiempo Maestro Elite X Jordan Red Black Limited Edition FG Cleats football stud from The Dribble Store in vibrant red with black detailing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
tiempo-maestro-elite-x-jordan-red-black-limited-edition-fg-cleats,,,,,,,,,7,,,,,,,,TPO-MJDN-RDB-FG-7,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0710/1831/5951/files/nike-tiempo-maestro-elite-x-jordan-red-black-limited-edition-fg-cleats-top-view.webp?v=1780612997,3,Top view of Tiempo Maestro Elite X Jordan Red Black Limited Edition FG Cleats in bright red color from The Dribble Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
tiempo-maestro-elite-x-jordan-red-black-limited-edition-fg-cleats,,,,,,,,,7-5,,,,,,,,TPO-MJDN-RDB-FG-7.5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0710/1831/5951/files/nike-tiempo-maestro-elite-x-jordan-red-black-limited-edition-fg-cleats-back-view.webp?v=1780612997,4,Tiempo Maestro Elite X Jordan Red Black Limited Edition FG Cleats football stud from The Dribble Store in bright red color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
tiempo-maestro-elite-x-jordan-red-black-limited-edition-fg-cleats,,,,,,,,,8-5,,,,,,,,TPO-MJDN-RDB-FG-8.5,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0710/1831/5951/files/nike-tiempo-maestro-elite-x-jordan-red-black-limited-edition-fg-cleats-bottom-and-side.webp?v=1780612998,5,Tiempo Maestro Elite X Jordan Red Black Limited Edition FG Cleats football studs with red upper and black logo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
tiempo-maestro-elite-x-jordan-red-black-limited-edition-fg-cleats,,,,,,,,,9,,,,,,,,TPO-MJDN-RDB-FG-9,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
tiempo-maestro-elite-x-jordan-red-black-limited-edition-fg-cleats,,,,,,,,,10,,,,,,,,TPO-MJDN-RDB-FG-10,500.0,shopify,0,deny,manual,4499.00,9999.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2999.00,
